"location.id","location.region","date","jsa.fem"
"1-107082305","Yorkshire and The Humber",NA,30
"1-107082305","Yorkshire and The Humber",NA,30
"1-112031823","Yorkshire and The Humber","2010-10-01",15
"1-112031823","Yorkshire and The Humber","2010-12-22",15
"1-112031823","Yorkshire and The Humber","2011-09-20",15
"1-112031823","Yorkshire and The Humber","2011-09-20",15
"1-138196455","Yorkshire and The Humber","2010-10-01",40
"1-138196455","Yorkshire and The Humber","2011-01-26",40
"1-138196455","Yorkshire and The Humber",NA,40
"1-138196455","Yorkshire and The Humber",NA,40
"1-107953478","Yorkshire and The Humber","2010-10-01",25
"1-107953478","Yorkshire and The Humber","2010-11-04",25
"1-107953478","Yorkshire and The Humber","2014-01-15",25
"1-107953478","Yorkshire and The Humber","2014-01-15",25
"1-119325082","Yorkshire and The Humber","2010-10-01",30
"1-119325082","Yorkshire and The Humber","2010-11-17",30
"1-119325082","Yorkshire and The Humber",NA,30
"1-119325082","Yorkshire and The Humber",NA,30
"1-132751369","Yorkshire and The Humber","2010-10-01",35
"1-132751369","Yorkshire and The Humber","2010-12-06",35
"1-132751369","Yorkshire and The Humber","2011-10-24",35
"1-132751369","Yorkshire and The Humber","2011-10-24",35
"1-310212834","Yorkshire and The Humber","2011-09-30",20
"1-310212834","Yorkshire and The Humber","2011-09-30",20
"1-310212834","Yorkshire and The Humber",NA,20
"1-310212834","Yorkshire and The Humber",NA,20
"1-135251047","Yorkshire and The Humber","2010-10-01",45
"1-135251047","Yorkshire and The Humber","2010-11-25",45
"1-135251047","Yorkshire and The Humber","2012-01-04",45
"1-135251047","Yorkshire and The Humber","2012-01-04",45
"1-304850198","Yorkshire and The Humber","2011-12-13",55
"1-304850198","Yorkshire and The Humber","2011-12-13",55
"1-304850198","Yorkshire and The Humber",NA,55
"1-304850198","Yorkshire and The Humber",NA,55
"1-123533831","Yorkshire and The Humber","2010-10-01",50
"1-123533831","Yorkshire and The Humber","2010-12-07",50
"1-123533831","Yorkshire and The Humber",NA,50
"1-123533831","Yorkshire and The Humber",NA,50
"1-2374217312","Yorkshire and The Humber","2010-10-01",20
"1-2374217312","Yorkshire and The Humber","2016-01-07",20
"1-2374217312","Yorkshire and The Humber",NA,20
"1-2374217312","Yorkshire and The Humber",NA,20
"1-278317799","Yorkshire and The Humber","2011-07-13",45
"1-278317799","Yorkshire and The Humber","2011-08-05",45
"1-278317799","Yorkshire and The Humber","2016-01-07",45
"1-278317799","Yorkshire and The Humber",NA,45
"1-120290945","Yorkshire and The Humber","2010-10-01",35
"1-120290945","Yorkshire and The Humber","2010-12-30",35
"1-120290945","Yorkshire and The Humber",NA,35
"1-120290945","Yorkshire and The Humber",NA,35
"1-1177438267","Yorkshire and The Humber","2014-02-17",30
"1-1177438267","Yorkshire and The Humber","2014-02-17",30
"1-1177438267","Yorkshire and The Humber",NA,30
"1-1177438267","Yorkshire and The Humber",NA,30
"1-126590608","Yorkshire and The Humber","2010-10-01",30
"1-126590608","Yorkshire and The Humber","2011-01-07",30
"1-126590608","Yorkshire and The Humber","2014-02-20",30
"1-126590608","Yorkshire and The Humber","2014-02-20",30
"1-126668451","Yorkshire and The Humber","2010-10-01",20
"1-126668451","Yorkshire and The Humber","2011-04-20",20
"1-126668451","Yorkshire and The Humber","2015-09-25",20
"1-126668451","Yorkshire and The Humber",NA,20
"1-120622246","Yorkshire and The Humber","2010-10-01",20
"1-120622246","Yorkshire and The Humber","2010-12-07",20
"1-120622246","Yorkshire and The Humber",NA,20
"1-120622246","Yorkshire and The Humber",NA,20
"1-113552365","Yorkshire and The Humber","2010-10-01",20
"1-113552365","Yorkshire and The Humber","2011-01-17",20
"1-113552365","Yorkshire and The Humber","2013-05-30",20
"1-113552365","Yorkshire and The Humber","2013-05-30",20
"1-707577482","Yorkshire and The Humber","2013-05-29",15
"1-707577482","Yorkshire and The Humber","2013-05-29",15
"1-707577482","Yorkshire and The Humber",NA,15
"1-707577482","Yorkshire and The Humber",NA,15
"1-110398225","Yorkshire and The Humber","2010-10-01",50
"1-110398225","Yorkshire and The Humber","2011-01-12",50
"1-110398225","Yorkshire and The Humber",NA,50
"1-110398225","Yorkshire and The Humber",NA,50
"1-131355507","Yorkshire and The Humber","2010-10-01",50
"1-131355507","Yorkshire and The Humber","2011-01-14",50
"1-131355507","Yorkshire and The Humber",NA,50
"1-131355507","Yorkshire and The Humber",NA,50
"1-489045330","Yorkshire and The Humber","2010-10-01",55
"1-489045330","Yorkshire and The Humber","2012-11-15",55
"1-489045330","Yorkshire and The Humber",NA,55
"1-489045330","Yorkshire and The Humber",NA,55
"1-137314265","Yorkshire and The Humber","2010-10-01",25
"1-137314265","Yorkshire and The Humber","2011-01-06",25
"1-137314265","Yorkshire and The Humber","2016-09-09",25
"1-137314265","Yorkshire and The Humber","2016-09-09",25
"1-131355551","Yorkshire and The Humber","2010-10-01",55
"1-131355551","Yorkshire and The Humber","2011-01-14",55
"1-131355551","Yorkshire and The Humber",NA,55
"1-131355551","Yorkshire and The Humber",NA,55
"1-131355565","Yorkshire and The Humber","2010-10-01",55
"1-131355565","Yorkshire and The Humber","2011-01-14",55
"1-131355565","Yorkshire and The Humber",NA,55
"1-131355565","Yorkshire and The Humber",NA,55
"1-347934606","Yorkshire and The Humber","2010-10-01",65
"1-347934606","Yorkshire and The Humber","2012-01-13",65
"1-347934606","Yorkshire and The Humber",NA,65
"1-347934606","Yorkshire and The Humber",NA,65
"1-110418627","Yorkshire and The Humber","2011-01-19",55
"1-110418627","Yorkshire and The Humber","2011-01-19",55
"1-110418627","Yorkshire and The Humber",NA,55
"1-110418627","Yorkshire and The Humber",NA,55
"1-116570445","Yorkshire and The Humber","2010-10-01",50
"1-116570445","Yorkshire and The Humber","2011-01-14",50
"1-116570445","Yorkshire and The Humber",NA,50
"1-116570445","Yorkshire and The Humber",NA,50
"1-204480719","Yorkshire and The Humber","2011-04-11",30
"1-204480719","Yorkshire and The Humber","2011-04-11",30
"1-204480719","Yorkshire and The Humber",NA,30
"1-204480719","Yorkshire and The Humber",NA,30
"1-136329489","Yorkshire and The Humber","2010-10-01",25
"1-136329489","Yorkshire and The Humber","2010-12-03",25
"1-136329489","Yorkshire and The Humber",NA,25
"1-136329489","Yorkshire and The Humber",NA,25
"1-120139257","Yorkshire and The Humber","2010-10-01",20
"1-120139257","Yorkshire and The Humber","2011-01-10",20
"1-120139257","Yorkshire and The Humber","2016-09-02",20
"1-120139257","Yorkshire and The Humber","2016-09-02",20
"1-2679848253","Yorkshire and The Humber","2016-06-06",0
"1-2679848253","Yorkshire and The Humber","2016-06-06",0
"1-2679848253","Yorkshire and The Humber",NA,0
"1-2679848253","Yorkshire and The Humber",NA,0
"1-135290787","Yorkshire and The Humber","2010-10-01",40
"1-135290787","Yorkshire and The Humber","2010-12-17",40
"1-135290787","Yorkshire and The Humber","2011-11-18",40
"1-135290787","Yorkshire and The Humber","2011-11-18",40
"1-320530363","Yorkshire and The Humber","2011-10-31",35
"1-320530363","Yorkshire and The Humber","2011-10-31",35
"1-320530363","Yorkshire and The Humber",NA,35
"1-320530363","Yorkshire and The Humber",NA,35
"1-120007525","Yorkshire and The Humber","2010-10-01",125
"1-120007525","Yorkshire and The Humber","2011-01-05",125
"1-120007525","Yorkshire and The Humber",NA,125
"1-120007525","Yorkshire and The Humber",NA,125
"1-138183297","Yorkshire and The Humber","2010-10-01",65
"1-138183297","Yorkshire and The Humber","2011-01-26",65
"1-138183297","Yorkshire and The Humber","2011-05-09",65
"1-138183297","Yorkshire and The Humber",NA,65
"1-293149310","Yorkshire and The Humber","2011-08-14",40
"1-293149310","Yorkshire and The Humber","2011-08-14",40
"1-293149310","Yorkshire and The Humber",NA,40
"1-293149310","Yorkshire and The Humber",NA,40
"1-109753568","Yorkshire and The Humber","2010-10-01",40
"1-109753568","Yorkshire and The Humber","2011-01-14",40
"1-109753568","Yorkshire and The Humber",NA,40
"1-109753568","Yorkshire and The Humber",NA,40
"1-211316158","Yorkshire and The Humber","2011-04-11",60
"1-211316158","Yorkshire and The Humber","2011-04-11",60
"1-211316158","Yorkshire and The Humber",NA,60
"1-211316158","Yorkshire and The Humber",NA,60
"1-211335903","Yorkshire and The Humber","2011-04-11",60
"1-211335903","Yorkshire and The Humber","2011-04-11",60
"1-211335903","Yorkshire and The Humber",NA,60
"1-211335903","Yorkshire and The Humber",NA,60
"1-109753586","Yorkshire and The Humber","2010-10-01",20
"1-109753586","Yorkshire and The Humber","2011-01-14",20
"1-109753586","Yorkshire and The Humber",NA,20
"1-109753586","Yorkshire and The Humber",NA,20
"1-715091038","Yorkshire and The Humber","2010-10-01",35
"1-715091038","Yorkshire and The Humber","2013-06-12",35
"1-715091038","Yorkshire and The Humber",NA,35
"1-715091038","Yorkshire and The Humber",NA,35
"1-204480395","Yorkshire and The Humber","2011-04-11",25
"1-204480395","Yorkshire and The Humber","2011-04-11",25
"1-204480395","Yorkshire and The Humber",NA,25
"1-204480395","Yorkshire and The Humber",NA,25
"1-116699098","Yorkshire and The Humber","2010-10-01",20
"1-116699098","Yorkshire and The Humber","2010-11-30",20
"1-116699098","Yorkshire and The Humber",NA,20
"1-116699098","Yorkshire and The Humber",NA,20
"1-130468285","Yorkshire and The Humber","2010-10-01",45
"1-130468285","Yorkshire and The Humber","2010-12-08",45
"1-130468285","Yorkshire and The Humber","2012-01-11",45
"1-130468285","Yorkshire and The Humber",NA,45
"1-452223717","Yorkshire and The Humber","2011-05-19",45
"1-452223717","Yorkshire and The Humber","2012-11-12",45
"1-452223717","Yorkshire and The Humber",NA,45
"1-452223717","Yorkshire and The Humber",NA,45
"1-2078214780","Yorkshire and The Humber","2010-10-01",15
"1-2078214780","Yorkshire and The Humber","2015-06-02",15
"1-2078214780","Yorkshire and The Humber",NA,15
"1-2078214780","Yorkshire and The Humber",NA,15
"1-125943297","Yorkshire and The Humber","2010-10-01",35
"1-125943297","Yorkshire and The Humber","2011-01-21",35
"1-125943297","Yorkshire and The Humber","2011-11-18",35
"1-125943297","Yorkshire and The Humber","2011-12-08",35
"1-312174251","Yorkshire and The Humber","2010-10-01",35
"1-312174251","Yorkshire and The Humber","2011-11-10",35
"1-312174251","Yorkshire and The Humber",NA,35
"1-312174251","Yorkshire and The Humber",NA,35
"1-1759525628","Yorkshire and The Humber","2011-01-26",35
"1-1759525628","Yorkshire and The Humber","2014-11-07",35
"1-1759525628","Yorkshire and The Humber",NA,35
"1-1759525628","Yorkshire and The Humber",NA,35
"1-232866003","Yorkshire and The Humber","2011-05-19",50
"1-232866003","Yorkshire and The Humber","2011-05-24",50
"1-232866003","Yorkshire and The Humber",NA,50
"1-232866003","Yorkshire and The Humber",NA,50
"1-138196441","Yorkshire and The Humber","2010-10-01",40
"1-138196441","Yorkshire and The Humber","2011-01-26",40
"1-138196441","Yorkshire and The Humber","2016-06-14",40
"1-138196441","Yorkshire and The Humber",NA,40
"1-122814002","Yorkshire and The Humber","2010-10-01",65
"1-122814002","Yorkshire and The Humber","2011-01-26",65
"1-122814002","Yorkshire and The Humber",NA,65
"1-122814002","Yorkshire and The Humber",NA,65
"1-143339716","Yorkshire and The Humber","2010-10-01",50
"1-143339716","Yorkshire and The Humber","2011-01-10",50
"1-143339716","Yorkshire and The Humber",NA,50
"1-143339716","Yorkshire and The Humber",NA,50
"1-112604065","Yorkshire and The Humber","2010-10-01",30
"1-112604065","Yorkshire and The Humber","2010-12-29",30
"1-112604065","Yorkshire and The Humber","2016-02-02",30
"1-112604065","Yorkshire and The Humber","2016-02-02",30
"1-136518970","Yorkshire and The Humber","2010-10-01",40
"1-136518970","Yorkshire and The Humber","2011-01-10",40
"1-136518970","Yorkshire and The Humber","2012-01-04",40
"1-136518970","Yorkshire and The Humber","2012-01-04",40
"1-304763943","Yorkshire and The Humber","2011-12-13",40
"1-304763943","Yorkshire and The Humber","2011-12-13",40
"1-304763943","Yorkshire and The Humber",NA,40
"1-304763943","Yorkshire and The Humber",NA,40
"1-111205068","Yorkshire and The Humber","2010-10-01",40
"1-111205068","Yorkshire and The Humber","2011-01-11",40
"1-111205068","Yorkshire and The Humber",NA,40
"1-111205068","Yorkshire and The Humber",NA,40
"1-109565945","Yorkshire and The Humber","2010-10-01",40
"1-109565945","Yorkshire and The Humber","2011-01-14",40
"1-109565945","Yorkshire and The Humber",NA,40
"1-109565945","Yorkshire and The Humber",NA,40
"1-113472018","Yorkshire and The Humber","2010-10-01",35
"1-113472018","Yorkshire and The Humber","2011-04-14",35
"1-113472018","Yorkshire and The Humber","2015-09-14",35
"1-113472018","Yorkshire and The Humber","2015-09-14",35
"1-122496547","Yorkshire and The Humber","2010-10-01",40
"1-122496547","Yorkshire and The Humber","2011-01-20",40
"1-122496547","Yorkshire and The Humber",NA,40
"1-122496547","Yorkshire and The Humber",NA,40
"1-131813580","Yorkshire and The Humber","2010-10-01",55
"1-131813580","Yorkshire and The Humber","2010-11-10",55
"1-131813580","Yorkshire and The Humber","2011-10-18",55
"1-131813580","Yorkshire and The Humber","2011-10-18",55
"1-303967170","Yorkshire and The Humber","2010-10-01",55
"1-303967170","Yorkshire and The Humber","2011-11-04",55
"1-303967170","Yorkshire and The Humber",NA,55
"1-303967170","Yorkshire and The Humber",NA,55
"1-231897167","Yorkshire and The Humber","2010-10-01",50
"1-231897167","Yorkshire and The Humber","2011-05-31",50
"1-231897167","Yorkshire and The Humber",NA,50
"1-231897167","Yorkshire and The Humber",NA,50
"1-133346144","North West","2010-10-01",75
"1-133346144","North West","2011-01-18",75
"1-133346144","North West",NA,75
"1-133346144","North West",NA,75
"1-115219916","North West","2010-10-01",10
"1-115219916","North West","2011-01-14",10
"1-115219916","North West",NA,10
"1-115219916","North West",NA,10
"1-163214652","North West","2011-01-27",10
"1-163214652","North West","2011-01-27",10
"1-163214652","North West",NA,10
"1-163214652","North West",NA,10
"1-140686805","North West","2010-10-01",115
"1-140686805","North West","2011-01-28",115
"1-140686805","North West",NA,115
"1-140686805","North West",NA,115
"1-123533903","North West","2010-10-01",65
"1-123533903","North West","2010-12-07",65
"1-123533903","North West",NA,65
"1-123533903","North West",NA,65
"1-128323477","North West","2010-10-01",75
"1-128323477","North West","2010-11-12",75
"1-128323477","North West","2014-10-03",75
"1-128323477","North West",NA,75
"1-1693738217","North West","2014-07-10",45
"1-1693738217","North West","2014-10-03",45
"1-1693738217","North West",NA,45
"1-1693738217","North West",NA,45
"1-135287168","North West","2010-10-01",60
"1-135287168","North West","2010-12-17",60
"1-135287168","North West","2011-11-18",60
"1-135287168","North West","2011-11-18",60
"1-135290838","North West","2010-10-01",60
"1-135290838","North West","2010-12-17",60
"1-135290838","North West","2011-11-18",60
"1-135290838","North West","2011-11-18",60
"1-319279092","North West","2011-10-31",55
"1-319279092","North West","2011-10-31",55
"1-319279092","North West",NA,55
"1-319279092","North West",NA,55
"1-320558665","North West","2011-10-31",55
"1-320558665","North West","2011-10-31",55
"1-320558665","North West",NA,55
"1-320558665","North West",NA,55
"1-128697364","North West","2010-10-01",45
"1-128697364","North West","2011-01-18",45
"1-128697364","North West",NA,45
"1-128697364","North West",NA,45
"1-128323645","North West","2010-10-01",40
"1-128323645","North West","2010-11-12",40
"1-128323645","North West","2014-10-03",40
"1-128323645","North West",NA,40
"1-1693737782","North West","2014-07-10",20
"1-1693737782","North West","2014-10-03",20
"1-1693737782","North West",NA,20
"1-1693737782","North West",NA,20
"1-1477142322","North West","2011-09-29",35
"1-1477142322","North West","2014-06-23",35
"1-1477142322","North West",NA,35
"1-1477142322","North West",NA,35
"1-717017530","North West","2010-10-01",55
"1-717017530","North West","2013-05-15",55
"1-717017530","North West","2014-07-09",55
"1-717017530","North West",NA,55
"1-128697380","North West","2010-10-01",25
"1-128697380","North West","2011-01-18",25
"1-128697380","North West",NA,25
"1-128697380","North West",NA,25
"1-128323309","North West","2010-10-01",70
"1-128323309","North West","2010-11-12",70
"1-128323309","North West",NA,70
"1-128323309","North West",NA,70
"1-113318425","North West","2010-10-01",45
"1-113318425","North West","2010-12-10",45
"1-113318425","North West","2013-04-25",45
"1-113318425","North West","2013-04-25",45
"1-118866217","North West","2010-10-01",45
"1-118866217","North West","2010-12-29",45
"1-118866217","North West","2015-02-12",45
"1-118866217","North West","2015-02-12",45
"1-1914718710","North West","2015-02-12",15
"1-1914718710","North West","2015-02-12",15
"1-1914718710","North West",NA,15
"1-1914718710","North West",NA,15
"1-1363518308","North West","2010-10-01",45
"1-1363518308","North West","2014-08-08",45
"1-1363518308","North West",NA,45
"1-1363518308","North West",NA,45
"1-122511944","North West","2010-10-01",80
"1-122511944","North West","2010-12-15",80
"1-122511944","North West",NA,80
"1-122511944","North West",NA,80
"1-123208644","North West","2010-10-01",55
"1-123208644","North West","2010-11-17",55
"1-123208644","North West",NA,55
"1-123208644","North West",NA,55
"1-128323243","North West","2010-10-01",85
"1-128323243","North West","2010-11-12",85
"1-128323243","North West","2014-10-03",85
"1-128323243","North West",NA,85
"1-129386229","North West","2010-10-01",15
"1-129386229","North West","2011-01-24",15
"1-129386229","North West",NA,15
"1-129386229","North West",NA,15
"1-755831527","North West","2011-08-10",35
"1-755831527","North West","2013-06-05",35
"1-755831527","North West","2014-09-18",35
"1-755831527","North West",NA,35
"1-130725445","North West","2010-10-01",55
"1-130725445","North West","2010-12-23",55
"1-130725445","North West",NA,55
"1-130725445","North West",NA,55
"1-125120095","North West","2010-10-01",50
"1-125120095","North West","2010-12-17",50
"1-125120095","North West","2011-11-17",50
"1-125120095","North West","2011-11-17",50
"1-319143079","North West","2011-10-31",35
"1-319143079","North West","2011-10-31",35
"1-319143079","North West",NA,35
"1-319143079","North West",NA,35
"1-136764905","North West","2010-10-01",30
"1-136764905","North West","2010-12-24",30
"1-136764905","North West",NA,30
"1-136764905","North West",NA,30
"1-128323370","North West","2010-10-01",35
"1-128323370","North West","2010-11-12",35
"1-128323370","North West","2014-10-03",35
"1-128323370","North West",NA,35
"1-1693775000","North West","2014-07-10",20
"1-1693775000","North West","2014-10-03",20
"1-1693775000","North West",NA,20
"1-1693775000","North West",NA,20
"1-137479785","North West","2010-12-17",30
"1-137479785","North West","2010-12-17",30
"1-137479785","North West","2014-07-28",30
"1-137479785","North West",NA,30
"1-118659589","North West","2010-12-13",25
"1-118659589","North West","2014-01-31",25
"1-118659589","North West","2015-04-24",25
"1-118659589","North West","2015-06-11",25
"1-1968263460","North West","2010-10-01",5
"1-1968263460","North West","2015-03-12",5
"1-1968263460","North West",NA,5
"1-1968263460","North West",NA,5
"1-131055262","North West","2010-10-01",90
"1-131055262","North West","2010-12-08",90
"1-131055262","North West","2015-05-21",90
"1-131055262","North West","2015-10-14",90
"1-1974760307","North West","2015-03-30",30
"1-1974760307","North West","2015-03-30",30
"1-1974760307","North West",NA,30
"1-1974760307","North West",NA,30
"1-129386190","North West","2010-10-01",35
"1-129386190","North West","2011-01-24",35
"1-129386190","North West",NA,35
"1-129386190","North West",NA,35
"1-136414833","North West","2010-10-01",20
"1-136414833","North West","2010-11-29",20
"1-136414833","North West","2015-10-05",20
"1-136414833","North West",NA,20
"1-2232435475","North West","2015-08-18",5
"1-2232435475","North West","2015-10-08",5
"1-2232435475","North West",NA,5
"1-2232435475","North West",NA,5
"1-273734572","North West","2011-07-26",60
"1-273734572","North West","2011-07-26",60
"1-273734572","North West",NA,60
"1-273734572","North West",NA,60
"1-273734989","North West","2011-07-26",60
"1-273734989","North West","2011-07-26",60
"1-273734989","North West",NA,60
"1-273734989","North West",NA,60
"1-273726985","North West","2011-07-26",65
"1-273726985","North West","2011-07-26",65
"1-273726985","North West",NA,65
"1-273726985","North West",NA,65
"1-273734393","North West","2011-07-26",65
"1-273734393","North West","2011-07-26",65
"1-273734393","North West",NA,65
"1-273734393","North West",NA,65
"1-163214625","North West","2011-01-27",95
"1-163214625","North West","2011-01-27",95
"1-163214625","North West",NA,95
"1-163214625","North West",NA,95
"1-1477112481","North West","2010-10-01",95
"1-1477112481","North West","2014-07-21",95
"1-1477112481","North West",NA,95
"1-1477112481","North West",NA,95
"1-464947978","North West","2012-10-05",130
"1-464947978","North West","2012-10-05",130
"1-464947978","North West","2014-08-11",130
"1-464947978","North West","2014-08-11",130
"1-262198240","North West","2010-10-01",90
"1-262198240","North West","2011-06-22",90
"1-262198240","North West","2012-09-20",90
"1-262198240","North West",NA,90
"1-123393519","North West","2010-10-01",15
"1-123393519","North West","2011-01-14",15
"1-123393519","North West",NA,15
"1-123393519","North West",NA,15
"1-133784141","North West","2010-10-01",15
"1-133784141","North West","2011-02-03",15
"1-133784141","North West",NA,15
"1-133784141","North West",NA,15
"1-129770816","North West","2010-10-01",15
"1-129770816","North West","2010-11-23",15
"1-129770816","North West",NA,15
"1-129770816","North West",NA,15
"1-118087878","North West","2010-10-01",20
"1-118087878","North West","2010-12-06",20
"1-118087878","North West",NA,20
"1-118087878","North West",NA,20
"1-128323416","North West","2010-10-01",20
"1-128323416","North West","2010-11-12",20
"1-128323416","North West","2014-10-03",20
"1-128323416","North West",NA,20
"1-1693774679","North West","2014-07-10",15
"1-1693774679","North West","2014-10-03",15
"1-1693774679","North West",NA,15
"1-1693774679","North West",NA,15
"1-123431184","North West","2010-10-01",30
"1-123431184","North West","2011-01-14",30
"1-123431184","North West",NA,30
"1-123431184","North West",NA,30
"1-119681093","North West","2010-10-01",45
"1-119681093","North West","2011-01-11",45
"1-119681093","North West",NA,45
"1-119681093","North West",NA,45
"1-385674089","North West","2010-10-01",30
"1-385674089","North West","2012-03-12",30
"1-385674089","North West","2016-07-06",30
"1-385674089","North West",NA,30
"1-125882408","North West","2010-10-01",60
"1-125882408","North West","2010-11-17",60
"1-125882408","North West",NA,60
"1-125882408","North West",NA,60
"1-213332637","North West","2011-03-10",60
"1-213332637","North West","2011-03-10",60
"1-213332637","North West",NA,60
"1-213332637","North West",NA,60
"1-127503372","North West","2010-10-01",60
"1-127503372","North West","2010-11-16",60
"1-127503372","North West",NA,60
"1-127503372","North West",NA,60
"1-128323507","North West","2010-10-01",60
"1-128323507","North West","2010-11-12",60
"1-128323507","North West","2014-10-03",60
"1-128323507","North West",NA,60
"1-1693737924","North West","2014-07-10",40
"1-1693737924","North West","2014-10-03",40
"1-1693737924","North West",NA,40
"1-1693737924","North West",NA,40
"1-137479849","North West","2010-12-17",25
"1-137479849","North West","2010-12-17",25
"1-137479849","North West",NA,25
"1-137479849","North West",NA,25
"1-137479817","North West","2010-12-17",75
"1-137479817","North West","2010-12-17",75
"1-137479817","North West",NA,75
"1-137479817","North West",NA,75
"1-320558505","North West","2011-10-31",50
"1-320558505","North West","2011-10-31",50
"1-320558505","North West",NA,50
"1-320558505","North West",NA,50
"1-135290603","North West","2010-10-01",55
"1-135290603","North West","2010-12-17",55
"1-135290603","North West","2011-11-18",55
"1-135290603","North West","2011-11-18",55
"1-320756380","North West","2011-10-31",50
"1-320756380","North West","2011-10-31",50
"1-320756380","North West",NA,50
"1-320756380","North West",NA,50
"1-128323447","North West","2010-10-01",105
"1-128323447","North West","2010-11-12",105
"1-128323447","North West","2014-10-03",105
"1-128323447","North West",NA,105
"1-1693738318","North West","2014-07-10",85
"1-1693738318","North West","2014-10-03",85
"1-1693738318","North West",NA,85
"1-1693738318","North West",NA,85
"1-130720306","North West","2010-10-01",20
"1-130720306","North West","2010-12-30",20
"1-130720306","North West",NA,20
"1-130720306","North West",NA,20
"1-1004589685","North West","2013-10-10",10
"1-1004589685","North West","2013-10-10",10
"1-1004589685","North West",NA,10
"1-1004589685","North West",NA,10
"1-144323780","North West","2011-01-26",10
"1-144323780","North West","2011-01-26",10
"1-144323780","North West","2013-10-17",10
"1-144323780","North West","2013-10-17",10
"1-115467838","North West","2010-10-01",10
"1-115467838","North West","2011-01-27",10
"1-115467838","North West",NA,10
"1-115467838","North West",NA,10
"1-118357766","North West","2010-10-01",10
"1-118357766","North West","2011-01-25",10
"1-118357766","North West",NA,10
"1-118357766","North West",NA,10
"1-145585762","North West","2010-12-02",90
"1-145585762","North West","2010-12-02",90
"1-145585762","North West",NA,90
"1-145585762","North West",NA,90
"1-126350175","North West","2010-10-01",55
"1-126350175","North West","2011-01-21",55
"1-126350175","North West",NA,55
"1-126350175","North West",NA,55
"1-123006803","North West","2010-10-01",90
"1-123006803","North West","2010-12-06",90
"1-123006803","North West",NA,90
"1-123006803","North West",NA,90
"1-121102283","North West","2010-10-01",15
"1-121102283","North West","2011-01-18",15
"1-121102283","North West",NA,15
"1-121102283","North West",NA,15
"1-128301669","North West","2010-10-01",15
"1-128301669","North West","2011-01-21",15
"1-128301669","North West","2011-10-21",15
"1-128301669","North West","2011-10-21",15
"1-304786198","North West","2011-01-26",15
"1-304786198","North West","2011-10-18",15
"1-304786198","North West","2011-11-16",15
"1-304786198","North West",NA,15
"1-327572877","North West","2011-11-01",15
"1-327572877","North West","2011-11-01",15
"1-327572877","North West",NA,15
"1-327572877","North West",NA,15
"1-128901248","North West","2010-10-01",50
"1-128901248","North West","2011-01-21",50
"1-128901248","North West",NA,50
"1-128901248","North West",NA,50
"1-339944250","North West","2011-02-02",35
"1-339944250","North West","2012-01-06",35
"1-339944250","North West",NA,35
"1-339944250","North West",NA,35
"1-147345312","North West","2011-02-02",50
"1-147345312","North West","2011-02-02",50
"1-147345312","North West",NA,50
"1-147345312","North West",NA,50
"1-136679588","North West","2010-10-01",130
"1-136679588","North West","2010-12-03",130
"1-136679588","North West","2014-01-08",130
"1-136679588","North West",NA,130
"1-136679574","North West","2010-10-01",80
"1-136679574","North West","2010-12-03",80
"1-136679574","North West","2014-10-28",80
"1-136679574","North West",NA,80
"1-124396166","West Midlands","2010-10-01",30
"1-124396166","West Midlands","2011-01-10",30
"1-124396166","West Midlands",NA,30
"1-124396166","West Midlands",NA,30
"1-147763104","West Midlands","2011-01-24",30
"1-147763104","West Midlands","2011-01-24",30
"1-147763104","West Midlands",NA,30
"1-147763104","West Midlands",NA,30
"1-112765288","West Midlands","2010-10-01",20
"1-112765288","West Midlands","2010-11-23",20
"1-112765288","West Midlands",NA,20
"1-112765288","West Midlands",NA,20
"1-118898512","West Midlands","2010-10-01",35
"1-118898512","West Midlands","2011-01-18",35
"1-118898512","West Midlands",NA,35
"1-118898512","West Midlands",NA,35
"1-118416902","West Midlands","2010-10-01",15
"1-118416902","West Midlands","2010-11-19",15
"1-118416902","West Midlands",NA,15
"1-118416902","West Midlands",NA,15
"1-1648758019","West Midlands","2014-09-22",10
"1-1648758019","West Midlands","2014-09-22",10
"1-1648758019","West Midlands",NA,10
"1-1648758019","West Midlands",NA,10
"1-125510757","West Midlands","2010-10-01",20
"1-125510757","West Midlands","2010-12-15",20
"1-125510757","West Midlands","2013-04-03",20
"1-125510757","West Midlands",NA,20
"1-679624190","West Midlands","2010-10-01",10
"1-679624190","West Midlands","2013-04-01",10
"1-679624190","West Midlands",NA,10
"1-679624190","West Midlands",NA,10
"1-130152314","West Midlands","2010-10-01",40
"1-130152314","West Midlands","2010-12-09",40
"1-130152314","West Midlands",NA,40
"1-130152314","West Midlands",NA,40
"1-119125946","West Midlands","2010-10-01",45
"1-119125946","West Midlands","2011-03-23",45
"1-119125946","West Midlands","2012-02-02",45
"1-119125946","West Midlands",NA,45
"1-526399312","West Midlands","2010-10-01",50
"1-526399312","West Midlands","2012-11-27",50
"1-526399312","West Midlands",NA,50
"1-526399312","West Midlands",NA,50
"1-119125798","West Midlands","2010-10-01",30
"1-119125798","West Midlands","2011-03-23",30
"1-119125798","West Midlands",NA,30
"1-119125798","West Midlands",NA,30
"1-130152332","West Midlands","2010-10-01",40
"1-130152332","West Midlands","2010-12-09",40
"1-130152332","West Midlands",NA,40
"1-130152332","West Midlands",NA,40
"1-118893007","West Midlands","2010-10-01",60
"1-118893007","West Midlands","2011-01-07",60
